Source.Category.Code,Source.category.name,Source.subcategory,Source.subcategory.name,Agency.code,Agency.name,Bureau.code,Bureau.name,Account.code,Account.name,Treasury.Agency.code,On..or.off.budget,FY,amount
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800500,"FHI Trust Fund, Receipts",20,On-budget,TQ,3456555
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800501,"FHI Trust Fund, Transfers from General Fund (FICA Taxes)",75,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800510,"FHI Trust Fund, Receipts from Railroad Retirement Board",75,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800511,"FHI Trust Fund, Transfers from General Fund (SECA Taxes)",75,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800515,"FHI Trust Fund, Refunds",20,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800530,"FHI Trust Fund, Deposits by States",20,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800600,FOASI Trust Fund Receipts,20,Off-budget,TQ,15885856
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800610,"FOASI, Transfers from General Fund (FICA Taxes)",28,Off-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800611,"FOASI, Transfers from General Fund (SECA Taxes)",28,Off-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800615,"FOASI, Refunds",20,Off-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800630,"FOASI, Deposits by States",20,Off-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800700,"FDI Trust Fund, Receipts",20,Off-budget,TQ,2130051
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800701,"FDI, Transfers from General Fund (FICA Taxes)",28,Off-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800711,"FDI, Transfers from General Fund (SECA Taxes)",28,Off-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800715,"FDI, Refunds",20,Off-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800730,"FDI, Deposits by States",20,Off-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801015,"Refunds, Railroad Social Security Equivalent Benefit Account",60,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801020,"Railroad Social Security Equivalent Benefit Account, Taxes",60,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801021,"Railroad Social Security Equivalent Benefit Account, Receipts Transferred to Federal Hospital Insurance Trust Fund",60,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801100,"Rail Industry Pension Fund, Receipts",60,On-budget,TQ,328310
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801115,"Refunds, Rail Industry Pension Fund",60,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801120,"Taxes, Rail Industry Pension Fund",60,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801121,"Receipts Transferred to Federal Hospital Insurance Trust Fund, Rail Industry Pension Fund",60,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801215,"Refunds, Supplemental Annuity Pension Fund",60,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801220,"Supplemental Annuity Taxes, Supplemental Annuity Pension Fund",60,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,012100,Federal Unemployment Tax Act Taxes,20,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804200,"Unemployment Trust Fund, Receipts",20,On-budget,TQ,2697904
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804201,"General Taxes, FUTA, Unemployment Trust Fund",16,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804230,"Unemployment Trust Fund, State Accounts, Deposits by States",16,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804250,"Unemployment Trust Fund, Deposits by Railroad Retirement Board",16,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,446,Railroad Retirement Board,00,Railroad Retirement Board,801196,"Railroad Unemployment Insurance Debt Repayment Taxes, Rail Industry Pension Fund",60,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,001,Legislative Branch,40,United States Tax Court,811510,"Tax Court Judges Survivors Annuity, Deductions from Employees Salaries",23,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,002,Judicial Branch,00,Judicial Branch,811010,"Judicial Survivors Annuity, Deductions from Employees Salaries",10,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,002,Judicial Branch,00,Judicial Branch,812210,"Deductions from Employee Salaries and Voluntary Contributions, Judicial Officers' Annuity",10,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,014,Department of State,00,Department of State,818610,"Deductions from Employees Salaries, Foreign Service Retirement and Disability Fund",19,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,014,Department of State,00,Department of State,818630,"Voluntary contributions, donations, service credit payments, etc., Foreign Service retirement and disability fund",19,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813510,"Employee Contributions, Civil Service Retirement and Disability Fund",24,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813521,"District of Columbia Contributions, Civil Service Retirement and Disability Fund",24,On-budget,TQ,13323
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813530,"Employee Deposits, Redeposits and Other Contributions, Civil Service Retirement and Disability Fund",24,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,200,Other Defense Civil Programs,20,Armed Forces Retirement Home,852210,"Deductions, Armed Forces Retirement Home",97,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,345,United States Court of Appeals for Veterans Claims,00,United States Court of Appeals for Veterans Claims,829010,"Employees Contributions, Court of Veterans Appeals Retirement Fund, LVE",95,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,349,District of Columbia,10,District of Columbia Courts,821210,"Deductions from Employees Salaries, District of Columbia Judicial Retirement and Survivors Annuity Fund",20,On-budget,TQ,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,901,Governmental Receipts,15,Other Retirement Contributions,810000,"Employees retirement, employee contributions",99,On-budget,TQ,707135
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,814710,"Excise Taxes, Boat Safety, Aquatic Resources Trust Fund",70,On-budget,TQ,0
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,814720,"Excise Taxes, Sport Fish Restoration, Aquatic Resources Trust Fund",70,On-budget,TQ,0
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,818510,"Excise Taxes, Oil Spill Liability Trust Fund",20,On-budget,TQ,0
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,818550,Transfer from the Trans-Alaska Pipeline Liability Fund,70,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,010,Department of the Interior,00,Department of the Interior,502930,"Excise Taxes, Federal Aid to Wildlife Restoration Fund",14,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,309200,Recovery from Highway Trust Fund for Refunds of Taxes,20,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,309400,Recovery from Airport and Airway Trust Fund for Refunds of Taxes,20,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,309500,"Recovery from Leaking Underground Storage Tank Trust Fund for Refunds of Taxes, EPA",20,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,500530,"Land and Water Conservation Fund, Motorboat Fuels Tax",20,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,502930,"Excise Taxes, Federal Aid to Wildlife Restoration Fund, Interior",20,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,513800,"Tax on Fishing Rods, Creels, Reels, Artificial Lures, Baits and Flies",20,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,573710,"Deposits, Internal Revenue Collections for Puerto Rico",20,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,542210,"Aviation User Fees, Overflight Fees",69,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,542240,"Aviation User Fees, Overflight Fees",69,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015250,Other Federal Fund Excise Taxes,99,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015256,Other Federal Fund exise taxes,99,On-budget,TQ,618737
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015400,Windfall profit tax,99,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015500,Tobacco Excise Tax,99,On-budget,TQ,622000
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015600,Alcohol Excise Tax,99,On-budget,TQ,1279000
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015700,Telephone Excise Tax,99,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015800,Transportation Fuels Tax,20,On-budget,TQ,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015911,Excise Tax on High Cost Employer-Sponsored Plans,99,On-budget,TQ,0
